P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
159346,158990,152142,41490,140117,80239,143112,147237,138022,144462,158427,91309,145425,111994
159353,159014,152161,41626,140155,78467,143099,147671,138374,144540,158461,89807,145416,112879
159363,159025,152144,41812,140166,76674,143090,148067,138767,144700,158474,88285,145399,113763
159395,159033,152134,41992,140194,75066,143072,148444,139241,144819,158507,86738,145385,114622
159431,159069,152116,42197,140210,73383,143042,148771,139810,144907,158546,85176,145368,115496
159486,159045,152089,42460,140209,71769,142992,149084,140562,144970,158555,83586,145358,116331
159528,159005,152051,42755,140214,70282,142963,149327,141083,145053,158575,81976,145354,117177
159562,158971,152029,43074,140219,68744,142936,149511,141516,145093,158617,80366,145351,117972
159575,158898,151991,43442,140193,67209,142927,149580,141833,145119,158640,78781,145353,118797
159575,158850,151971,43807,140167,65664,142924,149586,142151,145129,158654,77223,145367,119670
159582,158760,151954,44244,140141,64192,142924,149529,142424,145121,158623,75678,145380,120520
159579,158657,151946,44747,140136,62570,142926,149444,142662,145158,158610,74114,145392,121364
159578,158435,151938,45310,140134,61159,142915,149267,142856,145234,158599,72541,145409,122200
159576,158167,151963,45932,140130,59837,142918,149047,142970,145321,158583,70990,145418,123057
159560,157798,151973,46648,140145,58554,142908,148737,143027,145385,158557,69473,145424,123909
159535,157411,151987,47423,140177,57285,142890,148386,143106,145432,158545,67921,145449,124802
159514,157014,152018,48300,140217,56115,142875,147958,143219,145475,158505,66384,145463,125656
159496,156524,152031,49224,140282,54882,142861,147503,143412,145517,158458,64828,145472,126509
159491,155971,152019,50176,140339,53643,142845,147001,143665,145528,158463,63321,145478,127315
159469,155378,152012,51236,140381,52443,142848,146478,143993,145481,158467,61815,145475,128124
159438,154777,151987,52304,140443,51270,142841,145877,144351,145465,158429,60332,145472,128929
159428,154184,151981,53551,140488,50162,142836,145319,144786,145446,158403,58895,145457,129739
159432,153529,151981,54902,140522,48908,142854,144649,145205,145446,158357,57453,145439,130563
159425,152832,151980,56255,140532,47668,142851,143836,145670,145514,158312,56079,145424,131386
159432,152113,151994,57675,140548,46314,142837,142981,146093,145551,158316,54678,145380,132198
159431,151327,152028,59210,140552,45006,142811,142071,146544,145640,158280,53349,145364,133005
159438,150452,152042,60481,140558,43738,142788,141161,146962,145753,158253,52090,145375,133798
159421,149533,152074,61986,140528,42353,142772,140051,147393,145760,158231,50862,145373,134565
159386,148594,152084,63529,140476,41023,142755,139090,147749,145841,158181,49727,145385,135410
159371,147533,152083,65133,140422,39649,142741,137992,148100,145866,158197,48666,145371,136281
159361,146388,152079,66700,140345,38308,142749,136763,148416,145901,158197,47721,145375,137092
159345,145221,152066,68371,140227,37044,142751,135626,148627,145925,158164,46804,145375,137839
159344,143946,152053,70052,140095,35759,142737,134457,148822,145935,158170,45798,145377,138623
159338,142654,152042,71754,139957,34492,142727,133236,149000,146004,158163,44970,145361,139343
159314,141340,152050,73448,139821,33322,142720,132049,149247,146093,158184,44232,145361,140097
159294,139999,152062,75020,139678,32376,142706,130776,149416,146143,158193,43566,145336,140906
159268,138616,152072,76755,139522,31405,142706,129507,149516,146233,158188,42975,145324,141710
159239,137214,152084,78488,139392,30521,142688,128198,149640,146332,158194,42462,145324,142504
159205,135767,152090,80075,139281,29763,142709,126920,149588,146387,158229,42051,145329,143313
159191,134324,152092,81766,139189,29134,142734,125566,149535,146514,158225,41671,145347,144093
159182,132774,152090,83323,139117,28628,142761,124260,149326,146647,158262,41405,145350,144844
159180,131306,152077,85058,139083,28345,142740,122967,149073,146817,158291,41147,145364,145589
159174,129759,152052,86645,139092,27986,142734,121553,148643,147010,158322,41010,145368,146282
159192,128401,152032,88183,139149,27924,142737,120123,148253,147212,158338,40944,145367,146836
159189,126812,152012,89606,139217,27781,142731,118766,147782,147430,158354,40957,145464,147542
159181,125114,151998,91138,139281,27863,142722,117355,147311,147706,158369,41053,145441,148224
159154,123404,151973,92531,139400,28162,142705,115885,146801,147911,158358,41232,145434,149038
159135,121661,151957,93950,139503,28456,142689,114421,146196,148125,158335,41466,145421,149784
159088,119916,151932,95327,139608,28829,142688,112943,145614,148290,158338,41743,145331,150406
159056,118136,151878,96610,139749,29321,142682,111428,144951,148372,158319,42134,145337,151153
159016,116320,151858,97917,139882,29875,142683,109903,144175,148464,158297,42562,145343,151897
158953,114491,151851,99139,139975,30483,142705,108368,143322,148543,158284,43048,145356,152685
158890,112762,151845,100434,140083,31246,142734,106812,142421,148615,158256,43617,145343,153444
158848,110989,151834,101610,140195,32049,142752,105273,141458,148726,158223,44215,145343,154279
158804,109240,151808,102842,140274,32902,142762,103789,140499,148807,158193,44915,145348,155014
158781,107458,151775,103975,140355,33841,142769,102184,139581,148865,158161,45642,145359,155721
158768,105720,151786,105088,140417,34848,142777,100537,138636,148900,158130,46400,145344,156438
158760,104032,151775,106294,140436,36024,142772,98942,137653,148973,158100,47309,145338,157116
158772,102282,151766,107490,140481,36999,142771,97397,136702,149022,158052,48135,145320,157796
158801,100552,151769,108721,140505,38189,142765,95843,135729,149121,157992,49195,145300,158469
158832,98789,151789,109933,140463,39421,142751,94300,134743,149210,157945,50031,145331,159095
158848,97034,151825,111033,140443,40715,142754,92784,133695,149336,157881,51074,145303,159742
158872,95320,151855,112139,140411,42142,142761,91185,132727,149565,157820,52177,145222,160464
158896,93641,151886,113143,140387,43510,142781,89638,131770,149691,157759,53315,145200,161020
158913,92115,151915,114184,140346,44965,142795,88093,130784,149883,157720,54498,145187,161661
158922,90398,151919,115205,140255,46422,142824,86587,129784,149990,157689,55712,145180,162258
158925,88807,151886,116292,140201,47870,142850,85108,128916,150182,157648,56990,145199,162818
158911,87104,151840,117424,140144,49331,142864,83608,127924,150263,157625,58233,145204,163341
158879,85534,151805,118615,140157,50889,142868,82213,126956,150390,157611,59523,145237,163737
158853,84107,151783,119815,140141,52422,142885,80775,125992,150518,157593,60819,145259,164220
158854,82683,151772,121029,140091,54038,142890,79414,125046,150538,157564,62120,145270,164559
158830,81356,151781,122221,140106,55568,142888,78039,124085,150553,157570,63420,145326,164894
158794,79941,151824,123364,140119,57199,142878,76680,123102,150721,157570,64509,145296,165110
158721,78554,151850,124579,140151,58748,142873,75355,122111,150761,157580,65874,145280,165387
158678,77241,151877,125883,140153,60266,142868,74055,121155,150762,157595,67239,145249,165566
158653,75918,151901,127316,140154,61826,142881,72672,120177,150710,157615,68586,145187,165830
158610,74598,151902,128739,140175,63273,142881,71339,119132,150758,157598,69996,145151,166075
158587,73338,151880,130202,140181,64729,142883,69993,118164,150794,157598,71385,145166,166258
158561,72017,151844,131629,140162,66110,142881,68637,117089,150841,157640,72782,145185,166436
158535,70739,151815,132999,140152,67536,142886,67275,116102,150823,157691,74206,145186,166652
158506,69510,151777,134287,140135,68935,142884,65930,114998,150766,157715,75744,145223,166778
158490,68310,151764,135647,140105,70341,142879,64556,113894,150699,157760,77149,145258,166885
158486,67113,151769,137092,140084,71755,142860,63175,112779,150713,157785,78549,145294,166946
158495,65905,151756,138491,140062,73168,142847,61880,111722,150710,157866,79960,145323,167019
158508,64743,151749,139850,140015,74562,142829,60622,110400,150742,157889,81347,145336,167084
158516,63644,151721,141177,139981,75971,142822,59337,109093,150709,157918,82742,145332,167040
158559,62545,151667,142548,139932,77451,142809,58140,107791,150741,157916,84107,145313,167044
158558,61438,151609,143870,139888,78881,142751,56868,106468,150723,157879,85496,145238,166976
158557,60382,151586,145205,139843,80350,142767,55640,105070,150832,157898,86825,145201,166867
158547,59315,151578,146534,139807,81752,142764,54400,102888,150851,157899,88139,145174,166656
158500,58222,151593,147782,139766,83143,142787,53185,101931,150943,157887,89446,145165,166341
158446,57191,151609,149000,139753,84566,142818,52022,100340,150953,157916,90800,145158,165955
158394,56225,151618,150075,139764,85969,142846,50828,98735,151010,157912,92145,145160,165540
158348,55269,151605,151030,139806,87321,142924,49686,96899,151072,157937,93475,145142,165115
158300,54322,151653,151902,139849,88732,142919,48529,95130,151142,157956,94806,145108,164681
158278,53450,151654,152654,139888,90134,142841,47417,93289,151218,158006,96103,145082,164204
158251,52633,151639,153355,139958,91499,142826,46319,91548,151305,158030,97446,145032,163626
158264,51840,151605,153952,140024,92887,142812,45146,89688,151398,158023,98787,144997,163014
158300,51124,151588,154472,140088,94289,142811,44157,87887,151517,158019,100382,144953,162328
158338,50469,151569,154940,140147,95645,142828,43043,86009,151632,158009,101555,144948,161641
158350,49894,151727,155348,140203,97026,142851,42029,84098,151748,157971,102942,144954,160887
158362,49387,151585,155725,140264,98368,142857,41097,82159,151871,157965,104198,144944,160086
158366,48968,151549,156048,140323,99782,142864,40204,80243,151992,157976,105204,144953,159138
158378,48628,151545,156350,140408,101169,142899,39274,78317,152145,157972,106446,144949,158085
158403,48323,151588,156609,140478,102576,142914,38513,76448,152317,157961,107652,144942,157011
158406,48109,151636,156880,140527,103941,142922,37623,74644,152461,157985,108811,144961,155808
158390,47970,151661,156965,140577,105252,142916,36783,72770,152607,157978,109940,144960,154609
158416,47899,151664,157188,140635,106542,142921,36038,70869,152773,157971,111038,144959,153295
158470,47909,151647,157333,140662,107819,143023,35254,69065,152922,157971,112211,144956,151932
158502,47992,151651,157641,140713,109093,143046,34529,67389,153041,157995,113269,144946,150396
158532,48111,151646,157763,140757,110346,142958,33795,65576,153213,158064,114256,144930,148734
158592,48287,151607,157821,140788,111586,142955,33137,63788,153362,158068,115244,144904,147189
158627,48591,151583,157886,140789,112820,142961,32487,62022,153474,158110,116194,144862,145313
158623,48953,151574,157953,140877,113997,142964,31902,60282,153599,158114,117280,144825,143494
158703,49392,151547,157973,140898,115116,142968,31387,58573,153724,158137,118395,144787,141634
158751,49909,151514,157954,140927,116160,142964,30931,56824,153850,158162,119397,144749,139730
158736,50480,151478,157909,140888,117227,142916,30519,55107,153926,158178,120358,144738,137905
158759,51149,151434,157834,140759,118236,142894,30080,53413,153947,158194,121360,144748,135822
158832,51894,151369,157772,140737,119251,142889,29197,51719,153946,158206,122306,144774,133833
158836,52754,151286,157665,140689,120279,142890,28861,49977,153923,158197,123281,144792,131879
158845,53619,151185,157403,140664,121193,142922,28559,48304,153862,158198,124162,144836,129726
158782,54527,151085,157478,140572,122137,142926,28331,46608,153801,158194,125011,144869,127603
158732,55501,150953,157317,140538,123134,142938,28229,44948,153761,158186,125764,144906,125384
158695,56508,150828,157172,140490,124031,143012,28050,43376,153744,158176,126421,144904,123182
158588,57554,150661,157036,140464,124949,143017,27942,41725,153730,158161,127185,144898,120900
158513,58631,150467,156937,140415,125777,143027,27831,40190,153676,158146,127855,144882,118539
158446,59701,150247,156754,140372,126708,143019,27785,38685,153651,158136,128512,144880,116176
158397,60819,149986,156615,140351,127508,142985,27716,37303,153619,158121,129160,144887,113793
158324,61998,149694,156421,140340,128327,142959,27660,35853,153632,158108,129776,144887,111362
158303,63218,149356,156147,140331,129062,142936,27597,34778,153647,158097,130353,144886,108944
158276,64488,148925,155955,140309,129814,142915,27630,33716,153644,158083,130857,144898,106494
158252,65781,148529,155688,140289,130523,142910,27687,32775,153671,158069,131303,144923,104008
158275,67156,148081,155444,140296,131258,142929,27780,32008,153689,158068,131716,144933,101569
158242,68529,147581,155132,140293,131947,142943,27869,31245,153683,157982,132121,144950,99094
158196,69929,147083,154870,140319,132609,142962,27995,30931,153715,158006,132503,144947,96633
158194,71341,146513,154527,140314,133287,142986,28131,30669,153732,158013,132906,144962,94200
158127,72781,145852,154108,140281,133893,143011,28273,30450,153755,158014,133360,144978,91749
158060,74267,145110,153760,140288,134527,143017,28407,30522,153783,158023,133711,144994,89411
158024,75766,144351,153430,140256,134999,143033,28584,30723,153840,158020,134048,145008,87022
157952,77302,143582,152770,140216,135551,143041,28772,31098,153907,158010,134359,145044,84662
157904,78728,142760,152367,140173,136128,143038,28941,31668,153964,158003,134668,145079,82264
157889,80233,141942,151752,140124,136611,143040,29174,32368,153985,157983,134978,145119,79897
157876,81781,141080,151132,140104,137215,143033,29170,33137,153977,157968,135242,145152,77601
157897,83336,140222,150466,140039,137555,143027,29646,34100,153948,157954,135524,145185,75344
157919,84839,139331,149757,139991,138010,143045,30113,35178,153939,157938,135717,145216,73179
157921,86529,138454,148892,139960,138413,143056,30685,36373,153929,157929,135956,145261,70953
157969,88039,137538,148012,139908,138765,143077,31028,37673,153900,157927,136158,145295,68784
158005,89579,136635,147078,139829,139072,143091,31380,39234,153889,157920,136325,145327,66605
158037,91131,135695,146086,139742,139400,143119,31707,40671,153909,157910,136472,145348,64428
158081,92646,134661,145003,139676,139669,143151,32127,42354,153936,157908,136516,145364,62275
158114,94206,133719,143847,139606,139907,143190,32577,44049,153950,157890,136539,145351,60140
158147,95719,132743,142632,139503,140137,143217,33102,45673,153958,157880,136522,145337,58065
158202,97236,131818,141379,139416,140344,143214,33725,47733,153918,157850,136342,145332,56045
158256,98709,130883,140092,139347,140473,143202,34440,49748,153909,157796,136134,145312,54030
158272,100179,130047,138773,139257,140661,143198,35168,51852,153870,157729,135875,145270,52039
158256,101582,129204,137477,139153,140778,143188,35932,53813,153861,157690,135612,145223,50098
158285,102994,128768,136067,139074,140927,143179,36816,55975,153880,157628,135369,145187,48096
158315,104370,128030,134690,138989,141070,143173,37771,58169,153892,157578,135163,145174,46200
158337,105723,127289,133170,138909,141177,143146,38722,60362,153880,157559,134956,145177,44344
158357,107091,126545,131589,138828,141316,143126,39859,62612,153920,157540,134747,145191,42594
158377,108417,125788,130023,138759,141402,143079,41046,64870,153919,157539,134526,145228,40881
158375,109678,124986,128446,138700,141528,143071,42330,67121,153897,157575,134327,145245,39164
158380,110936,124199,126907,138638,141644,143078,43698,69392,153875,157631,134124,145242,37894
158376,112196,123424,125014,138560,141712,143081,45100,71589,153880,157742,133892,145270,36287
158379,113445,122483,123216,138513,141808,143101,46707,73798,153852,157864,133641,145285,34758
158417,114641,121664,121307,138413,141918,143110,48246,75978,153830,158010,133401,145303,33261
158429,115802,120817,119495,138344,142022,143193,49941,78196,153747,158140,133101,145316,31666
158451,116965,119956,117588,138289,142106,143218,51617,80473,153703,158267,132631,145301,30204
158466,118030,119069,115709,138200,142214,143254,53273,82671,153670,158378,132255,145293,28922
158497,119058,118176,113795,138138,142321,143281,54915,84861,153615,158472,131749,145296,27805
158593,120056,117224,111956,138056,142417,143307,56661,87034,153564,158654,131350,145302,26921
158659,121106,116243,110325,137957,142509,143324,58392,89042,153587,158684,130974,145321,26240
158713,122121,115238,108513,137884,142619,143316,60009,91032,153606,158719,130542,145334,25760
158769,123091,114209,106633,137806,142785,143299,61615,93058,153659,158737,130082,145338,25516
158794,124049,113013,104769,137743,142909,143289,63235,95158,153653,158728,129601,145346,25434
158852,125035,111823,102933,137679,143024,143267,64840,97140,153683,158704,129063,145364,25546
158906,125944,110673,100989,137635,143153,143249,66195,99115,153707,158674,128444,145389,25855
158950,126853,109612,99069,137589,143263,143234,67681,101010,153736,158662,127947,145413,26332
159011,127744,108545,97094,137556,143394,143218,68900,102674,153792,158656,127404,145433,26845
159058,128647,107583,95005,137539,143477,143207,70298,104334,153831,158626,126767,145449,27550
159108,129505,106893,93016,137541,143562,143198,71613,105998,153863,158614,126013,145425,28341
159134,130336,107588,91100,137542,143684,143196,72993,107612,153954,158632,125253,145398,29213
159170,131125,108639,89449,137561,143758,143206,74315,109061,154019,158650,124584,145367,30057
159204,131933,109427,88051,137585,143818,143208,75656,111048,154028,158636,123887,145308,30870
159227,132662,109291,86741,137636,143919,143196,77005,112604,154064,158628,123132,145206,31880
159256,133395,109290,85741,137681,143992,143173,78338,114064,154072,158652,122293,145106,32911
159271,134111,109418,85074,137742,144036,143152,79648,115596,154097,158636,121462,145023,33904
159286,134860,109813,84599,137837,143995,143136,81074,117013,154165,158652,120567,144946,34852
159316,135557,110663,84468,137943,144003,143117,82476,118521,154191,158687,119621,144875,35384
159335,136310,111759,84485,138038,143996,143090,83912,119920,154290,158722,118620,144819,36557
159305,137072,112583,84910,138150,144060,143082,85400,121359,154295,158697,117644,144782,37343
159293,137827,113141,85631,138290,143903,143090,86913,122584,154303,158707,116700,144743,38305
159284,138573,113581,86597,138430,143608,143088,88489,123932,154376,158742,115981,144730,39272
159285,139285,113824,87732,138548,143242,143126,90099,125144,154411,158758,115056,144706,40262
159312,139999,113991,89088,138688,142848,143139,91722,126485,154435,158774,114118,144696,41252
159306,140522,114058,90475,138807,142413,143167,93360,127808,154502,158789,113059,144707,42271
159312,141214,114114,92000,138886,141929,143185,95036,129129,154571,158819,111896,144726,43194
159316,141952,114176,93506,138970,141461,143196,96690,130346,154619,158844,110657,144741,44180
159336,142836,114258,94995,139021,140943,143191,98429,131466,154735,158866,109428,144771,45147
159349,143649,114352,96410,139064,140395,143194,100170,132458,154764,158850,108000,144831,46149
159349,144459,114504,97888,139080,139786,143196,101844,133372,154856,158787,106798,144816,47100
159348,145146,114668,99426,139048,139255,143205,103632,134299,154938,158753,105518,144811,48192
159329,145925,114848,101047,139008,138571,143189,105501,135163,154919,158762,104265,144819,49114
159317,146595,115049,102709,138966,137676,143173,107368,135960,154953,158763,103029,144789,50059
159321,147258,115215,104558,138931,136763,143164,109197,136651,154994,158781,101670,144803,50989
159324,147871,115039,106523,138887,135834,143164,111009,137210,154956,158757,100288,144833,52030
159329,148470,115191,108541,138812,134784,143177,112790,137714,154966,158747,98939,144846,52852
159316,149100,115379,110706,138772,133620,143184,114596,138067,154906,158762,97420,144920,53743
159310,149769,115609,112958,138759,132500,143189,116373,138410,154908,158816,96064,144959,54690
159297,150406,115996,115152,138738,131323,143203,118193,138727,154799,158823,94650,144998,55707
159275,151053,116338,117382,138675,130096,143207,119967,138873,154792,158820,93276,145080,56554
159254,151701,116800,119658,138673,128842,143171,121715,139039,154804,158812,91816,145134,57478
159242,152313,117302,121970,138687,127524,143237,123488,139069,154709,158817,90323,145173,58372
159238,152860,117832,124314,138683,126234,143270,125262,138946,154662,158804,88818,145246,59264
159239,153391,118454,126597,138709,124899,143302,127002,138836,154545,158787,87382,145291,60124
159258,153874,119163,128869,138727,123422,143281,128752,138571,154522,158765,85867,145328,60971
159272,154337,119917,131078,138799,122053,143356,130510,138267,154519,158772,84390,145345,61813
159300,154766,120857,133179,138951,120596,143314,132236,137992,154490,158749,82894,145345,62648
159332,155135,121837,135309,139045,119105,143372,133941,138015,154519,158776,81364,145337,63452
159348,155463,122816,137379,139099,117664,143326,135648,137852,154496,158813,79858,145300,64266
159359,155849,123858,139437,139129,116182,143337,136550,137691,154495,158819,78297,145268,65063
159363,156178,124943,141285,139228,114679,143392,138785,137544,154490,158796,76704,145202,65877
159389,156490,126054,143084,139349,113196,143404,140261,137365,154460,158819,75142,145162,66710
159406,156704,127259,144774,139479,111700,143413,141666,137203,154446,158834,73502,145121,67487
159431,156998,128457,146272,139563,110172,143416,142974,137008,154445,158877,71833,145070,68266
159443,157289,129675,147571,139731,108650,143416,144144,136509,154387,158870,70156,145087,69136
159443,157645,130904,148810,139865,107094,143398,145289,136325,154407,158862,68470,145112,69888
159455,157879,132124,149753,139925,105586,143391,146365,136187,154433,158862,66835,145132,70652
159484,158062,133353,150555,140066,104015,143402,147293,135972,154411,158834,65202,145149,71434
159529,158247,134491,151226,140176,102488,143408,148066,135685,154461,158798,63590,145184,72229
159567,158381,135572,151760,140280,101027,143406,148761,135450,154461,158790,61927,145194,72921
159616,158546,136624,152042,140383,99357,143405,149293,135165,154530,158797,60307,145201,73685
159667,158659,137633,152245,140458,97716,143384,149684,134866,154597,158794,58708,145207,74438
159715,158720,138584,152319,140523,96098,143375,150011,134352,154789,158789,57111,145214,75216
159756,158783,139407,152181,140570,94431,143348,150236,134225,154914,158791,55525,145216,75998
159801,158832,140170,151960,140565,92841,143343,150400,133825,155011,158811,54030,145212,76748
159838,158857,140935,151623,140600,91241,143319,150489,133406,155076,158855,52549,145202,77526
159850,158855,141436,151235,140606,89680,143275,150526,132995,155157,158867,51177,145181,78288
159861,158860,141825,150834,140639,88076,143239,150568,132563,155225,158878,49773,145204,79072
159880,158872,142070,150406,140591,86472,143141,150582,132084,155283,158919,48510,145219,79857
159879,158898,142271,149974,140552,84891,143121,150530,131617,155369,158950,47263,145234,80648
159875,158921,142415,149506,140488,83292,143160,150439,131161,155387,158948,45976,145242,81401
159858,158918,142484,149028,140425,81640,143169,150323,130578,155361,158964,44836,145199,82163
159864,158907,142514,148618,140346,80001,143186,150168,130062,155352,158979,43738,145163,82917
159865,158809,142453,148159,140294,78393,143182,150034,129473,155330,159022,42759,145126,83656
159858,158699,142376,147726,140189,76745,143174,149851,128823,155291,159031,42336,145089,84416
159850,158576,142265,147296,140154,75188,143168,149630,127991,155234,159020,41459,145059,85212
159842,158379,142180,146880,140112,73658,143145,149371,127193,155238,159006,40607,145045,86035
159850,158083,142098,146562,140079,72181,143137,149111,126306,155156,159015,39958,145042,86818
159843,157825,142040,146260,140061,70741,143121,148772,125252,155172,158998,39417,145036,87592
159818,157444,142015,145989,140052,69414,143095,148478,123698,155189,158973,38996,145053,88335
159829,157088,142033,145771,140067,68107,143080,148117,123165,155274,158933,38271,145079,89067
159848,156700,142156,145631,140055,66751,143056,147766,121667,155358,158869,37745,145104,89784
159854,156328,142286,145587,140057,65411,143037,147345,120174,155411,158847,37302,145161,90522
159854,155835,142501,145493,140056,63986,143007,146899,118671,155498,158799,37019,145184,91270
159825,155309,142696,145509,140082,62537,142992,146427,116788,155526,158755,36784,145185,91954
159798,154797,143002,145545,140121,61258,142971,145894,115103,155577,158717,36654,145186,92685
159810,154218,143380,145644,140161,59941,142971,145240,113316,155609,158673,36600,145161,93422
159786,153595,143597,145762,140198,58499,142968,144685,111465,155633,158630,34973,145138,94157
159775,152942,143991,145825,140228,57218,142969,143883,109647,155658,158603,35080,145101,94869
159768,152301,144398,145969,140247,55953,142987,143191,107619,155588,158573,35269,145072,95608
159761,151543,144799,146074,140267,54672,143014,142381,105447,155533,158552,35542,145057,96334
159771,150642,145205,146150,140289,53390,143050,141514,103292,155454,158536,35867,145056,97068
159724,149763,145569,146333,140338,52083,143073,140578,100977,155413,158507,37900,145073,97761
159699,148841,145953,146539,140354,50761,143095,139581,98601,155378,158481,38118,145103,98456
159681,147796,146314,146702,140352,49406,143113,138537,96101,155320,158457,38444,145114,99178
159639,146693,146599,146875,140343,48055,143119,137410,93654,155309,158413,38958,145138,99888
159609,145526,146865,147175,140345,46705,143111,136241,91083,155273,158383,39614,145149,100623
159591,144430,147068,147296,140334,45350,143094,135071,88495,155223,158354,40314,145182,101370
159569,143276,147242,147311,140294,43995,143081,133875,85964,155179,158328,41074,145174,102106
159574,142036,147343,147383,140232,42655,143061,132551,83411,155149,158310,41891,145169,102831
159565,140815,147363,147608,140164,41314,143040,131298,80922,155131,158292,42688,145164,103551
159563,139513,147282,147711,140079,40069,143033,130021,78408,155145,158287,43530,145164,104244
159562,138175,147070,147823,139977,38785,143032,128753,75905,155157,158276,44498,145157,104934
159545,136779,146796,147924,139818,37580,143038,127442,73446,155153,158275,45489,145153,105631
159524,135277,146465,148025,139743,36364,143049,126063,70998,155187,158267,46578,145144,106354
159509,133814,146094,148118,139645,35226,143083,124702,68620,155255,158266,47240,145135,107009
159487,132277,145704,148206,139587,34082,143129,123320,66278,155354,158243,48355,145132,107760
159472,130581,145302,148270,139519,33073,143164,121920,64123,155400,158231,49489,145147,108451
159461,128866,144958,148343,139399,32090,143190,120514,61850,155446,158237,50647,145147,109119
159467,127170,144575,148404,139360,31197,143205,119120,59617,155528,158252,51757,145156,109855
159467,125462,144197,148474,139301,30419,143237,117675,57415,155603,158257,53057,145156,110531
159479,123740,143825,148447,139280,29836,143272,116213,55205,155626,158292,54335,145153,111231
159492,122053,143456,148570,139251,29151,143293,114695,53101,155641,158292,55635,145140,111936
159489,120376,143103,148698,139227,28567,143330,113178,50958,155672,158312,57035,145144,112645
159518,118674,142764,149011,139261,28092,143365,111614,48874,155697,158346,58443,145147,113319
159535,116997,142421,149146,139279,27726,143399,110037,46876,155746,158342,59861,145160,113981
159554,115376,142019,149247,139392,27479,143439,108433,44980,155831,158374,61306,145170,114592
159553,113707,141696,149237,139465,27341,143479,106821,43133,155876,158355,62796,145163,115215
159546,112030,141373,149364,139488,27342,143524,105154,41339,155873,158360,64306,145157,115901
159561,110394,141089,149510,139562,27448,143564,103469,39590,155899,158401,65843,145155,116588
159579,108726,140750,149784,139737,27643,143597,101768,37976,155868,158365,67367,145141,117304
159582,107082,140455,149909,139748,27965,143621,100080,36494,155853,158391,68904,145144,118000
159607,105429,140170,150019,139835,28377,143626,98373,35179,155848,158403,70449,145146,118688
159636,103774,139934,150157,139915,28882,143618,96619,34002,155795,158441,71966,145151,119349
159649,102114,139701,150287,139992,29432,143604,94893,33007,155771,158479,73493,145153,119995
159674,100452,139455,150438,140054,30100,143602,93181,32281,155744,158479,74991,145132,120660
159677,98809,139276,150584,140118,30833,143601,91449,31727,155769,158541,76494,145167,121349
159684,97205,139041,150739,140186,31637,143607,89777,31417,155738,158570,78003,145165,122024
159654,95637,138854,150918,140211,32556,143635,88090,31288,155725,158617,79461,145200,122701
159618,94256,138816,151078,140233,33465,143645,86406,31394,155751,158673,80906,145222,123365
159582,92711,138591,151241,140227,34553,143646,84811,31645,155739,158720,82364,145209,124055
159537,91224,138373,151376,140190,35698,143654,83198,32139,155738,158793,83799,145210,124731
159507,89629,138199,151522,140184,36927,143649,81535,32814,155750,158812,85225,145206,125402
159460,88045,138010,151654,140102,38203,143641,79906,33562,155727,158827,86642,145195,126094
159441,86593,137854,151756,140026,39566,143634,78318,34536,155689,158886,88038,145199,126725
159408,85134,137751,151826,139961,40952,143610,76825,35621,155600,158909,89407,145200,127334
159380,83729,137715,151881,139886,42425,143609,75285,36817,155593,158965,90792,145203,127954
159348,82351,137591,151921,139805,43961,143601,73862,38143,155543,158991,92143,145204,128534
159321,80971,137574,151934,139781,45499,143597,72388,39692,155473,159035,93319,145203,129193
159302,79642,137601,151936,139717,47083,143593,70861,41289,155439,159063,94959,145185,129862
159274,78235,137639,151880,139610,48712,143578,69297,42780,155382,159087,96316,145177,130529
159265,76812,137688,151809,139543,50368,143574,67840,44614,155283,159094,97678,145170,131201
159221,75450,137809,151767,139502,52069,143566,66409,46611,155136,159110,99015,145172,131851
159156,74081,137862,151681,139399,53865,143552,65003,48736,155002,159144,100230,145175,132489
159113,72750,138051,151612,139339,55569,143544,63626,50901,154932,159159,101576,145176,133105
159078,71461,138068,151602,139271,57234,143543,62187,53192,154901,159154,102931,145170,133701
159040,70100,138117,151606,139085,58892,143524,60913,55524,154912,159154,104282,145193,134324
158955,68773,138204,151607,139033,60525,143509,59570,57960,154901,159168,105639,145195,134949
158888,67434,138326,151635,138939,62059,143532,58242,60368,154812,159184,107156,145188,135541
158848,66130,138490,151666,138855,63799,143551,56954,62692,154829,159197,108420,145186,136174
158831,64856,138703,151718,138773,65233,143550,55669,65133,154815,159195,109753,145171,136799
158776,63612,138842,151796,138683,66819,143540,54434,67478,154902,159182,110962,145170,137399
158785,62382,139044,151860,138588,68402,143518,53260,69780,154912,159153,112118,145173,137951
158777,61170,139214,151939,138466,69961,143506,52105,72178,154865,159125,113245,145183,138493
158759,59978,139426,152008,138357,71523,143527,50868,74559,154930,159112,114427,145210,139085
158779,58817,139664,152067,138173,73126,143509,49706,76853,154878,159083,115477,145230,139656
158792,57688,140010,152129,138071,74724,143504,48567,79217,154919,158999,116584,145261,140243
158818,56573,140396,152251,137950,76333,143495,47476,81505,154958,158902,117600,145276,140649
158822,55512,140882,152373,137819,77891,143508,46364,83770,155044,158764,118665,145277,141257
158817,54539,141360,152432,137777,79390,143531,45287,85961,155046,158605,119739,145271,141878
