P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
86090,156216,52895,165027,48004,131830,43581,151911,,,118518,151372,145455,151496
87260,156270,52709,165063,46545,131859,43526,151953,,,119522,151351,143871,151410
88363,156315,52523,165094,45134,131859,43474,151973,,,120415,151348,142267,151340
89494,156417,52345,165159,43777,131856,43442,151995,,,121328,151352,140542,151306
90515,156487,52176,165237,42491,131835,43411,152032,,,122273,151316,138715,151258
91468,156587,52009,165268,41237,131772,43384,152054,,,123181,151292,136699,151221
92352,156677,51870,165291,40058,131721,43382,152082,,,124039,151270,134679,151137
93123,156767,51641,165345,38950,131693,43377,152101,,,124854,151232,132593,151036
93928,156898,51582,165393,37909,131645,43416,152134,,,125712,151229,130517,150925
94753,156949,51452,165433,36953,131590,43458,152150,,,126551,151185,128434,150824
95589,157135,51320,165490,36069,131536,43518,152170,,,127410,151186,126220,150692
96588,157214,51170,165503,35244,131473,43588,152182,,,128217,151200,123960,150548
97578,157283,51103,165516,34478,131429,43668,152198,,,129004,151204,121699,150428
98586,157386,51019,165543,33803,131373,43785,152211,,,129756,151185,119409,150338
99524,157465,50934,165538,33278,131351,43915,152196,,,130516,151241,117093,150245
100552,157435,50844,165559,32830,131310,44089,152221,,,131289,151247,114844,150199
101578,157568,50789,165574,32466,131301,44295,152249,,,131998,151278,112501,150181
102597,157665,50741,165584,32166,131306,44574,152278,,,132728,151300,110114,150169
103614,157800,50690,165593,32102,131297,44878,152271,,,133328,151459,107715,150245
104623,157872,50660,165605,31913,131304,45241,152235,,,134000,151502,105259,150224
105600,157980,50621,165640,32040,131305,45667,152200,,,134536,151547,102902,150166
106518,158131,50584,165668,32046,131315,46144,152181,,,135077,151618,100515,150117
107440,158218,50556,165729,32232,131303,46675,152191,,,135669,151688,98125,150083
108320,158328,50538,165742,32625,131295,47247,152208,,,136233,151751,95751,150088
109221,158378,50521,165734,33073,131191,47784,152221,,,136785,151630,93399,150079
110124,158424,50520,165681,33468,131200,48443,152233,,,137277,151686,90985,150111
110989,158477,50683,165632,34085,131206,49170,152225,,,137740,151759,88569,150155
111934,158501,50708,165597,34736,131257,49860,152224,,,138187,151799,86167,150216
112903,158480,50738,165631,35493,131325,50619,152273,,,138448,151810,83814,150290
113864,158437,50944,165683,36289,131393,51468,152290,,,138745,151811,81487,150341
114805,158403,50838,165696,37190,131451,52346,152276,,,138990,151850,79257,150390
115773,158376,50566,165749,38151,131416,53269,152231,,,139199,151823,76973,150441
116729,158381,50784,165761,39216,131423,54263,152189,,,139463,151802,74719,150476
117663,158379,50876,165699,40364,131434,55278,152199,,,139506,151805,72444,150460
118578,158366,51175,165621,41569,131466,56349,152205,,,139496,151737,70239,150469
119469,158378,51054,165624,42843,131475,57480,152212,,,139489,151734,68043,150500
120409,158377,51177,165633,44191,131482,58666,152224,,,139559,151669,65750,150533
121309,158364,51297,165638,45678,131479,59941,152223,,,139576,151617,63547,150532
122172,158392,51444,165638,47142,131464,61256,152198,,,139600,151608,61384,150540
123017,158405,51589,165636,48728,131457,62619,152145,,,139632,151522,59198,150534
123827,158384,51734,165637,50253,131466,64065,152086,,,139619,151489,57124,150586
124656,158367,51939,165609,51908,131429,65503,152032,,,139576,151301,55048,150546
125508,158342,52168,165584,53579,131434,66952,152004,,,139492,151243,53055,150523
126210,158311,52405,165546,55387,131412,68389,151977,,,139437,151125,51104,150446
126989,158262,52673,165519,57100,131399,69894,151968,,,139352,151081,49197,150392
127746,158215,52967,165498,58801,131400,71343,151957,,,139316,151033,47337,150379
128504,158171,53318,165458,60504,131411,72888,151980,,,139269,151002,45526,150336
129313,158123,53689,165431,62169,131423,74416,152019,,,139221,150953,43774,150330
130171,158079,54107,165403,63861,131432,75906,152019,,,139203,150942,42047,150333
131046,158057,54432,165347,65561,131466,77393,151972,,,139194,150899,40371,150279
132002,158054,54890,165327,67276,131456,78866,151973,,,139226,150830,38903,150255
132992,158044,55379,165297,68946,131389,80272,151999,,,139204,150806,37400,150238
134000,158039,55937,165286,70563,131320,81669,151979,,,139306,150750,35947,150217
134947,158053,56468,165279,72104,131275,83007,151926,,,139555,150728,34614,150166
135867,158092,57135,165260,73647,131208,84299,151867,,,139696,150619,33418,150095
136742,158116,57729,165237,75162,131111,85519,151797,,,139940,150576,32340,150031
137670,158154,58346,165205,76713,131019,86721,151757,,,140254,150564,31480,150002
138613,158188,59038,165154,78251,130903,87847,151681,,,140640,150502,30557,149966
139574,158209,59734,165106,79811,130841,88935,151589,,,141046,150461,29917,149959
140596,158213,60581,165054,81358,130723,90015,151538,,,141431,150444,29447,149971
141635,158214,61297,165032,82925,130629,91115,151504,,,141964,150564,29123,150005
142630,158235,62099,165032,84408,130548,92217,151430,,,142895,150519,28975,150052
143631,158270,62929,165033,85926,130421,93376,151437,,,143271,150508,28940,150137
144529,158298,63796,165028,87321,130304,94622,151393,,,143863,150523,29052,150253
145335,158294,64688,165038,88859,130207,95814,151321,,,144449,150494,29263,150361
146183,158279,65605,165067,90381,130233,97010,151404,,,145096,150456,29606,150427
147030,158268,66509,165080,91846,130244,98298,151405,,,145689,150416,30035,150450
147904,158271,67451,165092,93346,130250,99610,151430,,,146272,150357,30556,150470
148773,158277,68424,165117,94829,130318,100960,151476,,,146892,150252,31165,150460
149635,158288,69417,165098,96207,130458,102324,151584,,,147479,150183,31816,150420
150476,158239,70416,165071,97607,130603,103641,151778,,,,,32523,150390
151305,158184,71434,165000,99044,130787,104934,151813,,,,,33348,150322
152096,158177,72491,164988,100424,131010,106202,151861,,,,,34069,150233
152747,158147,73522,164978,101828,131177,107492,151919,,,,,34878,150174
153419,158067,74587,164979,103432,131441,108950,151937,,,,,35691,150119
154091,158064,75652,164988,104917,131604,110280,151843,,,,,36531,150047
154734,158046,76739,164988,106253,131770,111645,151824,,,,,37416,149965
155311,158020,77823,164990,107527,131922,113057,151808,,,,,38190,149905
155888,158003,78930,164971,108746,132018,114436,151802,,,,,39091,149860
156428,158011,80089,165008,110031,132183,115841,151727,,,,,39980,149741
156938,157967,81243,164999,111379,132366,117175,151691,,,,,40888,149651
157422,157935,82351,164973,112735,132505,118504,151645,,,,,41796,149604
157939,157959,83491,164950,114108,132619,119810,151591,,,,,42707,149535
158428,157963,84602,164919,115492,132760,121096,151564,,,,,43636,149452
158949,157918,85697,164934,116855,132917,122410,151545,,,,,44577,149414
159432,157944,86779,164887,118188,133078,123717,151536,,,,,45511,149375
159925,157975,87856,164861,119516,133182,124936,151547,,,,,46464,149333
160361,157982,88981,164835,120801,133362,126168,151601,,,,,47425,149286
160730,157959,90035,164836,122098,133483,127355,151629,,,,,48384,149291
161030,157947,91126,164824,123341,133630,128491,151635,,,,,49347,149316
161276,157995,92207,164836,124571,133780,129614,151642,,,,,50310,149296
161429,158033,93318,164824,125750,133941,130682,151677,,,,,51349,149334
161563,158054,94414,164814,126893,134107,131746,151728,,,,,52296,149394
161680,158065,95485,164808,128010,134217,132788,151725,,,,,53220,149447
161782,158076,96590,164811,129070,134314,133795,151718,,,,,54132,149448
161875,158080,97677,164829,130095,134411,134756,151711,,,,,55081,149512
161934,158078,98742,164848,131065,134494,135707,151699,,,,,56027,149587
161982,158074,99859,164855,131983,134530,136575,151693,,,,,56864,149638
161983,158049,101083,164898,132881,134552,137403,151685,,,,,57741,149697
161937,158026,102224,164914,133759,134542,138207,151658,,,,,58619,149727
161896,158007,103386,164913,134703,134539,138937,151655,,,,,59496,149783
161947,157998,104567,164930,135554,134522,139528,151651,,,,,60341,149803
161926,158007,105717,164942,136375,134477,140084,151658,,,,,61199,149794
161883,157999,106875,164933,137098,134427,140775,151652,,,,,62064,149830
161760,157957,108001,164965,137830,134346,141245,151624,,,,,62916,149892
161629,157936,109117,165008,138475,134315,141698,151664,,,,,63751,149895
161547,157899,110241,165052,139085,134294,142134,151660,,,,,64565,149902
161478,157849,111337,165097,139644,134229,142522,151668,,,,,65384,149922
161435,157814,112420,165158,140185,134170,142850,151615,,,,,66188,149956
161226,157794,113494,165161,140590,134134,143221,151611,,,,,66980,149967
160986,157763,114653,165186,141155,134088,143532,151633,,,,,67780,149961
160653,157753,115795,165178,141615,134024,143807,151620,,,,,68559,149948
160334,157701,116922,165158,142031,133956,144128,151627,,,,,69338,149961
159967,157631,117991,165167,142410,133860,144412,151677,,,,,70104,149989
159652,157584,119061,165195,142731,133779,144664,151708,,,,,70874,150033
159158,157601,120084,165196,143059,133732,144898,151713,,,,,71629,150081
158732,157572,121162,165155,143367,133643,145057,151671,,,,,72396,150078
158228,157512,122220,165143,143600,133578,145232,151682,,,,,73163,150080
157647,157437,123268,165117,143826,133413,145338,151687,,,,,73914,150102
157055,157366,124346,165078,143985,133471,145420,151660,,,,,74665,150127
156278,157313,125429,165039,144181,133316,145548,151647,,,,,75419,150147
155495,157271,126499,165022,144302,133259,145639,151642,,,,,76153,150167
154663,157203,127591,165032,144415,133157,145760,151610,,,,,76899,150192
153761,157142,128585,165047,144522,133059,145891,151575,,,,,77644,150205
152830,157101,129552,165056,144656,133025,145996,151551,,,,,78372,150237
151871,157044,130438,165054,144769,132934,146110,151542,,,,,79093,150255
150833,157002,131206,165051,144874,132881,146206,151546,,,,,79803,150260
149763,156935,131963,165005,144956,132667,146274,151550,,,,,80510,150276
148638,156853,132703,164949,145055,132621,146323,151572,,,,,81210,150298
147431,156757,133340,164874,145226,132507,146348,151587,,,,,81898,150307
146213,156671,133919,164786,145244,132457,146347,151604,,,,,82580,150319
144991,156596,134433,164705,145401,132349,146319,151656,,,,,83285,150355
143750,156495,134882,164690,145373,132289,146250,151627,,,,,83991,150359
142543,156411,135266,164699,145455,132259,146121,151628,,,,,84729,150359
141300,156321,135647,164714,145560,132131,145964,151635,,,,,85491,150388
139990,156230,135962,164734,145679,132113,145745,151651,,,,,86242,150368
138628,156165,136322,164698,145789,132022,145530,151677,,,,,86998,150354
137175,156098,136722,164661,145788,131950,145279,151674,,,,,87758,150336
135706,156069,137072,164655,145891,131872,144982,151713,,,,,88528,150311
134207,156008,137412,164629,145961,131817,144683,151712,,,,,89289,150254
132720,155956,137795,164642,146041,131767,144352,151707,,,,,90050,150216
131179,155901,138194,164647,146145,131672,143938,151716,,,,,90836,150187
129678,155863,138621,164693,146278,131566,143540,151739,,,,,91635,150167
128202,155839,139041,164772,146394,131477,143095,151777,,,,,92437,150157
126732,155811,139470,164847,146523,131410,142677,151785,,,,,93216,150162
125219,155804,139856,164916,146683,131331,142212,151797,,,,,94067,150169
123658,155806,140254,164957,146829,131244,141768,151782,,,,,94787,150172
122232,155816,140636,164985,146965,131128,141279,151811,,,,,95584,150156
120769,155831,140970,164992,147100,131000,140747,151845,,,,,96401,150160
119284,155860,141282,165013,147247,130904,140167,151863,,,,,97248,150176
117790,155902,141587,165003,147387,130821,139570,151871,,,,,98063,150154
116252,155947,141819,165007,147481,130738,138953,151874,,,,,98923,150150
114796,155991,142037,164992,147602,130657,138248,151920,,,,,99757,150157
113329,156007,142259,164993,147710,130595,137550,151923,,,,,100604,150150
111798,156006,142445,165015,147774,130665,136841,151887,,,,,101458,150149
110260,155989,142642,165081,147846,130632,136017,151897,,,,,102300,150173
108717,155982,142856,165090,147925,130618,135117,151929,,,,,103150,150170
107196,155964,142993,165059,147951,130613,134231,151925,,,,,104027,150183
105725,155919,143129,165037,148051,130642,133283,151910,,,,,104902,150182
104267,155883,143234,165018,148101,130583,132349,151933,,,,,105783,150194
102839,155807,143333,165002,148125,130585,131366,151947,,,,,106616,150189
101415,155724,143415,164963,148175,130665,130342,151944,,,,,107427,150218
100011,155663,143461,164929,148223,130705,129275,151937,,,,,108228,150241
98633,155583,143506,164944,148208,130664,128209,151912,,,,,109040,150217
97227,155538,143581,164931,148243,130673,127068,151906,,,,,109889,150253
95804,155495,143652,164913,148179,130696,125961,151925,,,,,110774,150247
94409,155471,143707,164892,148179,130747,124823,151976,,,,,111645,150242
92961,155435,143829,164880,148130,130811,123570,152024,,,,,112477,150253
91481,155389,143961,164889,148059,130851,122380,152067,,,,,113298,150279
90044,155365,144110,164874,147970,130889,121152,152055,,,,,114079,150312
88631,155314,144252,164871,147903,130924,119912,152036,,,,,114873,150328
87246,155268,144368,164885,147762,130976,118638,152007,,,,,115688,150296
85821,155216,144468,164874,147653,131016,117372,151964,,,,,116533,150327
84349,155148,144555,164864,147360,131071,116039,151944,,,,,117343,150361
82855,155078,144646,164862,147238,131131,114669,151908,,,,,118134,150377
81480,154993,144708,164850,146965,131192,113313,151901,,,,,118899,150391
80107,154934,144783,164838,146669,131225,111934,151902,,,,,119643,150400
78730,154900,144848,164801,146374,131261,110514,151904,,,,,120355,150408
77299,154870,144913,164747,145985,131287,109059,152036,,,,,121092,150410
75863,154804,144967,164744,145594,131338,107576,152053,,,,,121844,150380
74498,154753,145032,164742,145106,131401,106090,152060,,,,,122618,150359
73061,154701,145060,164758,144672,131423,104570,152052,,,,,123391,150330
71624,154641,145065,164746,144123,131427,102980,151957,,,,,124140,150387
70212,154606,145071,164723,143504,131433,101446,151960,,,,,124877,150395
68824,154507,145019,164716,142827,131413,99866,151989,,,,,125600,150411
67408,154462,145030,164668,142130,131375,98321,151952,,,,,126317,150415
66074,154453,144984,164637,141358,131363,96796,151906,,,,,127066,150440
64804,154478,144943,164627,140563,131343,95211,151911,,,,,127826,150433
63567,154470,144896,164609,139678,131315,93651,151911,,,,,128538,150418
62245,154521,144858,164666,138792,131330,92073,151898,,,,,129253,150406
61002,154561,144819,164684,137921,131299,90567,151867,,,,,129957,150400
59830,154624,144801,164730,136932,131227,89032,151836,,,,,130641,150400
58732,154669,144791,164780,135878,131221,87567,151823,,,,,131364,150456
57637,154692,144765,164810,134819,131172,86084,151818,,,,,132064,150456
56621,154691,144766,164829,133716,131137,84629,151831,,,,,132763,150444
55582,154739,144782,164886,132570,131115,83150,151838,,,,,133506,150453
54674,154772,144830,164928,131441,130998,81712,151809,,,,,134258,150452
53815,154807,144867,164985,130256,130921,80256,151797,,,,,135006,150450
52934,154821,144881,165015,129053,130862,78834,151798,,,,,135749,150476
52010,154822,144921,165062,127829,130833,77410,151799,,,,,136490,150445
51308,154871,144977,165102,126582,130806,75978,151779,,,,,137208,150444
50687,154888,144996,165119,125305,130753,74596,151759,,,,,137994,150451
50100,154888,145040,165158,124018,130688,73231,151723,,,,,138715,150479
49577,154860,145095,165151,122705,130599,71879,151699,,,,,139412,150519
49159,154859,145133,165102,121386,130585,70585,151667,,,,,140153,150535
48788,154857,145155,165093,120046,130609,69289,151680,,,,,140879,150578
48573,154873,145160,165066,118688,130543,68013,151678,,,,,141606,150581
48412,154876,145192,165006,117319,130484,66741,151666,,,,,142350,150614
48361,154884,145180,164978,115935,130463,65520,151663,,,,,143044,150631
48373,154906,,,114506,130457,64258,151658,,,,,143820,150646
48499,154979,,,113138,130450,63085,151672,,,,,144692,150696
48661,155012,,,111610,130440,61842,151680,,,,,145492,150713
48909,155037,,,110146,130457,60581,151690,,,,,146355,150826
49190,155092,,,108671,130513,59340,151685,,,,,147240,150793
49546,155142,,,107169,130606,58113,151695,,,,,148065,150822
49936,155145,,,105634,130630,56924,151700,,,,,148950,150879
50448,155126,,,104063,130678,55750,151713,,,,,149792,150869
50991,155101,,,102513,130704,54590,151726,,,,,150694,150884
51494,155047,,,100983,130756,53410,151727,,,,,151459,150892
52016,154978,,,99439,130797,52299,151748,,,,,152282,150912
52568,154938,,,97892,130855,51236,151758,,,,,153132,150930
53166,154873,,,96267,130911,50217,151767,,,,,153915,150946
53796,154771,,,94738,130964,49234,151776,,,,,154694,150958
54538,154722,,,93172,131057,48294,151742,,,,,155385,150954
55317,154633,,,91629,131123,47365,151719,,,,,156121,150971
56113,154595,,,90094,131168,46465,151683,,,,,156817,150961
56965,154552,,,88729,131228,45478,151659,,,,,157479,150971
57831,154549,,,87174,131295,44601,151644,,,,,158074,150989
58742,154564,,,85664,131373,43885,151662,,,,,158648,151018
59714,154565,,,84171,131471,43136,151691,,,,,159151,151057
60731,154608,,,82686,131551,42432,151672,,,,,159644,151097
61784,154645,,,81294,131639,41818,151649,,,,,160150,151142
62873,154704,,,79847,131749,41198,151669,,,,,160676,151161
63990,154814,,,78500,131886,40618,151675,,,,,161188,151180
65317,154912,,,77159,132025,40083,151689,,,,,161690,151190
66550,155003,,,75801,132161,39597,151675,,,,,162126,151204
67651,155056,,,74479,132321,39106,151659,,,,,162552,151240
68901,155142,,,73159,132463,38733,151682,,,,,162952,151249
70190,155212,,,71867,132594,38402,151738,,,,,163306,151286
71487,155237,,,70588,132728,38093,151758,,,,,163588,151325
72767,155250,,,69362,132866,37846,151755,,,,,163897,151387
73996,155272,,,68095,132964,37612,151746,,,,,164213,151460
75344,155309,,,66867,133043,37382,151757,,,,,164519,151511
76711,155285,,,65566,133157,37173,151788,,,,,164899,151581
77974,155265,,,64196,133228,37002,151822,,,,,165244,151645
79357,155266,,,62858,133269,36847,151831,,,,,165607,151675
80705,155255,,,61479,133297,36733,151847,,,,,165879,151690
82094,155282,,,60068,133323,36642,151865,,,,,166126,151718
83640,155296,,,58625,133318,36582,151854,,,,,166303,151745
84980,155315,,,57139,133303,36545,151831,,,,,166466,151776
86356,155302,,,55632,133269,36529,151825,,,,,166591,151792
87723,155262,,,54153,133196,36574,151821,,,,,166690,151789
89072,155246,,,52698,133108,36625,151822,,,,,166899,151773
90385,155267,,,51061,132983,36701,151814,,,,,167080,151763
91504,155305,,,49455,132842,36791,151827,,,,,167239,151728
92800,155330,,,47819,132728,36922,151823,,,,,167364,151699
94066,155348,,,46187,132578,37103,151824,,,,,167473,151672
95321,155398,,,44617,132475,37324,151805,,,,,167527,151660
96602,155590,,,43145,132373,37469,151830,,,,,167561,151653
97859,155634,,,41737,132262,37639,151854,,,,,167558,151653
99094,155671,,,40328,132191,37797,151868,,,,,167526,151655
100311,155750,,,39058,132186,37899,151901,,,,,167468,151669
101508,155786,,,37927,132194,38132,151933,,,,,167399,151620
102659,155800,,,36879,132209,38380,151977,,,,,167267,151610
103839,155880,,,35897,132175,38592,151999,,,,,167085,151595
105044,155746,,,34987,132125,38985,152016,,,,,166861,151566
106300,155784,,,34202,132050,39322,152046,,,,,166562,151517
107621,155868,,,33517,131969,39685,152064,,,,,166241,151457
108925,155922,,,32880,131899,40103,152081,,,,,165798,151359
110228,155938,,,32270,131820,40563,152080,,,,,165350,151299
111467,156036,,,31869,131773,41016,152090,,,,,164886,151235
112624,156116,,,31608,131770,41573,152081,,,,,164320,151169
113810,156253,,,31471,131745,42164,152088,,,,,163658,151096
114985,156363,,,31469,131738,42828,152103,,,,,162891,151009
116201,156518,,,31585,131785,43492,152088,,,,,162052,150919
117356,156623,,,31819,131841,44206,152098,,,,,161162,150834
118584,156725,,,32146,131863,45080,152107,,,,,160253,150725
119798,156838,,,32662,131912,45988,152111,,,,,159350,150572
120988,156894,,,33164,131978,46894,152125,,,,,158441,150437
122156,156978,,,33679,132092,47889,152141,,,,,157480,150321
123346,157027,,,34299,132160,48927,152147,,,,,156494,150264
124473,157068,,,34968,132235,49996,152150,,,,,155434,150210
125585,157162,,,35696,132340,51117,152143,,,,,154269,150177
126655,157204,,,36538,132410,52294,152159,,,,,152990,150171
127744,157244,,,37442,132414,53501,152120,,,,,151849,150173
128789,157277,,,38398,132408,54786,152140,,,,,150510,150110
129887,157324,,,39412,132418,56083,152149,,,,,149109,150051
130913,157354,,,40479,132373,57441,152158,,,,,147639,149976
131942,157394,,,41571,132323,58817,152164,,,,,146096,149888
132977,157390,,,42718,132256,60239,152163,,,,,144470,149803
133972,157410,,,43959,132178,61724,152163,,,,,142829,149683
134916,157447,,,45211,132103,63182,152166,,,,,141191,149581
135816,157470,,,46522,132008,64647,152142,,,,,139480,149468
136720,157520,,,47855,131895,66147,152140,,,,,137687,149397
137619,157572,,,49252,131809,67605,152119,,,,,135728,149321
138505,157628,,,50666,131706,69065,152095,,,,,133805,149258
139404,157674,,,52090,131640,70483,152095,,,,,131831,149200
140309,157708,,,53544,131608,71886,152076,,,,,129908,149120
141274,157750,,,54987,131559,73266,152063,,,,,127957,149061
142252,157775,,,56555,131515,74643,152020,,,,,125933,149002
143229,157815,,,58034,131478,76027,151991,,,,,123797,148912
144091,157827,,,59524,131442,77471,151944,,,,,121706,148797
144901,157841,,,61010,131414,78823,151884,,,,,119532,148757
145608,157853,,,62504,131377,80177,151802,,,,,117362,148706
146306,157843,,,63989,131347,81514,151764,,,,,115120,148667
147032,157832,,,65471,131325,82844,151768,,,,,112832,148648
147784,157832,,,66921,131281,84148,151766,,,,,110513,148637
148555,157837,,,68365,131242,85345,151788,,,,,108151,148699
149303,157821,,,69798,131163,86626,151831,,,,,105805,148726
150108,157802,,,71173,131124,87833,151876,,,,,103355,148637
150897,157778,,,72588,131106,89135,151939,,,,,100943,148643
151630,157754,,,73940,131074,90361,151967,,,,,98529,148607
152285,157730,,,75311,131064,91689,152006,,,,,96141,148557
152874,157708,,,76728,130978,93008,152038,,,,,93806,148522
153445,157683,,,78105,130984,94314,152080,,,,,91462,148514
153984,157669,,,79472,130911,95671,152175,,,,,89065,148538
154484,157638,,,80837,130944,96998,152227,,,,,86703,148561
154999,157603,,,82180,130925,98289,152301,,,,,84416,148562
155557,157586,,,83575,130960,99577,152267,,,,,82090,148658
156081,157568,,,84901,130996,100862,152323,,,,,79831,148759
156574,157550,,,86301,131097,102094,152359,,,,,77466,148826
157015,157542,,,87694,131227,103346,152398,,,,,75167,148892
157419,157527,,,89055,131315,104736,152420,,,,,72989,148950
157885,157550,,,90409,131457,106042,152426,,,,,70755,149021
158298,157573,,,91804,131655,107402,152418,,,,,68458,149103
158675,157567,,,93191,131801,108755,152397,,,,,66251,149174
159036,157541,,,94555,131978,110114,152385,,,,,64097,149191
159366,157527,,,95971,132184,111485,152397,,,,,61979,149220
159627,157504,,,97356,132417,112906,152397,,,,,59904,149270
159847,157489,,,98657,132562,114311,152433,,,,,57754,149287
160107,157485,,,99989,132735,115752,152428,,,,,55761,149320
160283,157474,,,101297,132887,117225,152423,,,,,53746,149308
160492,157454,,,102604,133095,118708,152393,,,,,51823,149303
160667,157458,,,103941,133198,120235,152376,,,,,49826,149227
160829,157437,,,105333,133312,121789,152348,,,,,47935,149207
161010,157427,,,106800,133444,123426,152321,,,,,46081,149144
161121,157413,,,108301,133614,125108,152324,,,,,44294,149078
161246,157411,,,109888,133756,126771,152312,,,,,42539,149071
161377,157407,,,111402,133913,128424,152336,,,,,40845,149002
161501,157396,,,112919,134034,130036,152343,,,,,39213,148968
161595,157371,,,114475,134180,131623,152390,,,,,37652,148919
161586,157339,,,115983,134348,133170,152390,,,,,36067,148819
161484,157295,,,117435,134508,134711,152392,,,,,34688,148724
161263,157254,,,118858,134680,136198,152373,,,,,33428,148620
160939,157178,,,120276,134846,137684,152266,,,,,32420,148425
160545,157099,,,121684,134973,139163,152259,,,,,31142,148267
160097,157063,,,123058,135126,140556,152256,,,,,30225,148115
159598,157014,,,124418,135238,141971,152267,,,,,29512,147977
159025,156975,,,125856,135320,143304,152285,,,,,29194,147851
158379,156942,,,127247,135392,144585,152317,,,,,28773,147764
157602,156884,,,128679,135431,146046,152449,,,,,28527,147712
156759,156838,,,130102,135455,147018,152488,,,,,28441,147682
155898,156785,,,131508,135448,148327,152511,,,,,28474,147689
154986,156741,,,132926,135433,149158,152528,,,,,28652,147694
153986,156698,,,134275,135432,150142,152566,,,,,28957,147730
153010,156671,,,135615,135412,150953,152508,,,,,29362,147814
152099,156650,,,136938,135412,151646,152476,,,,,29810,147906
151045,156628,,,138161,135456,152253,152344,,,,,30331,148007
149948,156611,,,139355,135539,152683,152307,,,,,30928,148098
148910,156574,,,140463,135600,153064,152284,,,,,31578,148150
147761,156552,,,141481,135681,153257,152324,,,,,32309,148222
146563,156508,,,142377,135796,153416,152295,,,,,33001,148259
145321,156505,,,143138,135861,153600,152277,,,,,33707,148273
144001,156482,,,143809,135954,153589,152239,,,,,34422,148261
142641,156456,,,144279,136031,153648,152205,,,,,35233,148300
141227,156416,,,144760,136072,153724,152185,,,,,36087,148297
139814,156350,,,145158,136120,153739,152174,,,,,36968,148292
138372,156278,,,145474,136150,153788,152182,,,,,37892,148279
136956,156211,,,145570,136191,153808,152195,,,,,38822,148310
135530,156137,,,145849,136173,153812,152209,,,,,39753,148327
134119,156076,,,145976,136167,153754,152237,,,,,40775,148305
132715,155976,,,146091,136134,153758,152265,,,,,41737,148263
131283,155891,,,146203,136136,153745,152279,,,,,42689,148236
129762,155825,,,146309,136144,153756,152284,,,,,43671,148203
128335,155727,,,146340,136131,153739,152221,,,,,44673,148163
126936,155645,,,146591,136207,153754,152180,,,,,45693,148146
125473,155568,,,146739,136189,153737,152155,,,,,46697,148185
124117,155501,,,146913,136243,153744,152141,,,,,47712,148145
122769,155453,,,147074,136276,153630,152126,,,,,48785,148212
121412,155412,,,147207,136335,153594,152100,,,,,49822,148289
120110,155394,,,147315,136329,153482,152069,,,,,50837,148297
118773,155365,,,147412,136318,153381,152029,,,,,51843,148337
117426,155349,,,147416,136340,153258,152001,,,,,52847,148395
116064,155304,,,147504,136332,153132,152013,,,,,53837,148437
114723,155270,,,147599,136292,152963,152017,,,,,54815,148499
113417,155215,,,147686,136225,152862,152025,,,,,55762,148601
112129,155182,,,147771,136164,152714,152037,,,,,56724,148656
110866,155123,,,147832,136058,152602,152030,,,,,57569,148739
109613,155072,,,147933,135974,152434,152029,,,,,58508,148859
108360,155030,,,148026,135798,152241,152029,,,,,59434,148904
107084,154949,,,148098,135624,152052,152034,,,,,60367,148969
105813,154876,,,148204,135475,151860,152025,,,,,61275,149060
104568,154807,,,148295,135249,151702,152049,,,,,62179,149141
103264,154847,,,148402,135046,151524,152076,,,,,63064,149172
101951,154804,,,148438,134886,151340,152091,,,,,64077,149174
100671,154732,,,148523,134587,151189,152123,,,,,64973,149192
99358,154645,,,148563,134373,151055,152159,,,,,65843,149191
98073,154453,,,148661,134120,150915,152173,,,,,66634,149148
96813,154392,,,148717,133948,150795,152155,,,,,67527,149156
95485,154330,,,148759,133696,150681,152142,,,,,68398,149143
94304,154317,,,148801,133510,150597,152135,,,,,69264,149127
93011,154294,,,148862,133284,150527,152126,,,,,70156,149105
91715,154261,,,148901,133125,150469,152120,,,,,71028,149097
90396,154267,,,148955,132942,150422,152106,,,,,71919,149077
89071,154243,,,149012,132790,150397,152113,,,,,72810,149096
87713,154218,,,149059,132597,150376,152125,,,,,73697,149110
86334,154222,,,149077,132388,150310,152156,,,,,74594,149134
84902,154159,,,149114,132249,150244,152169,,,,,75473,149157
83496,154093,,,149126,132118,150170,152162,,,,,76336,149219
82182,154068,,,149117,131963,150114,152146,,,,,77210,149268
80835,154049,,,149198,131884,150059,152138,,,,,78161,149287
79498,154031,,,149113,131835,150008,152137,,,,,79021,149344
78157,154010,,,149119,131779,149973,152149,,,,,79862,149378
76887,154003,,,149092,131733,149947,152158,,,,,80732,149386
75600,153980,,,149095,131708,149913,152159,,,,,81532,149419
74311,153991,,,149109,131674,149878,152173,,,,,82426,149400
72969,154014,,,149020,131666,149877,152179,,,,,83202,149406
71646,154023,,,149033,131669,149873,152176,,,,,84146,149400
70396,154001,,,148925,131685,149857,152164,,,,,84895,149428
69090,154021,,,148786,131723,149854,152187,,,,,85720,149401
67811,154039,,,148766,131776,149866,152220,,,,,86533,149417
66523,154054,,,148640,131847,149901,152252,,,,,87358,149455
65245,154049,,,148476,131920,149958,152303,,,,,88274,149471
64004,154045,,,148328,132000,149996,152327,,,,,89029,149474
62805,154016,,,148290,132118,150054,152337,,,,,89849,149465
61697,153977,,,148143,132204,150113,152360,,,,,90686,149457
